free,ing,not_ing,recipeID,title,ingredients,directions,rel
green smoothie,"yogurt, kale, spinach",milk,1352168,Cookin Greens Kale & Fruit Smoothie,"['1 cup / 250 ml milk (or alternative soy, almond, or rice)', '1/2 / 125 ml cup yogurt (plain, vanilla, or any berry flavor)', '1 tbsp / 15 ml liquid honey, adjust to taste', ""1 cup/ 250 ml Cookin' Greens Kale or Spinach"", '(or a combo of the two)', '1/2 cup / 125 ml frozen blueberries (or any other', 'sweet/colorful/seasonal fruit of your choice)', '1 banana']","Prepare Cookin' Greens Kale or Spinach according to packaging directions. Let Cookin'Greens cool in refrigerator for 15-30 minutes before making your smoothie. Pour all ingredients, liquids first, into a blender and puree until smooth. Add a little more milk and/or ice cubes if needed and continue to blend. Ensure greens are blended well. Pour into glasses and serve immediately!  *Note: Cookin' Green Spinach could also be used for this recipe.  Do not over cook your greens. Ensure greens are cooked evenly. For food safety reasons, internal temperature should reach 71C or 160F. Keep frozen until ready to use.Store unused product in freezer.",4
green smoothie,"yogurt, kale, spinach",milk,1623184,Onion-Mushroom Omelette,"['1 teaspoon margarine', '1 onion small, thinly sliced', '2 teaspoons sugar', '1 cup mushrooms sliced', '1 tablespoon balsamic vinegar', '3 egg whites', '1 tablespoon milk nonfat', '1/4 teaspoon salt', '1/8 teaspoon black pepper ground', '1 tablespoon parsley fresh - chopped']","In large nonstick fry pan over medium heat, melt the margarine. Saute onion with sugar until tender and golden brown, about 4 mins. Add the mushrooms and vinegar and cook till mushrooms are tender, 3 mins. Transfer the onion and mushroom mix to a small bowl. In a large bowl, combine the egg whites, milk, salt and pepper. Beat egg-white mixture until stiff peaks form. Wipe out nonstick fry pan and coat with nonstick cooking spray. Place over medium heat. Add the egg-white mix and gently level using back of spoon. Spread onion-mushroom mix over half of the eggs. Cover, reduce heat to medium-low and cook till eggs are cooked, 4-5 mins. Using a spatula, carefully loosen the underside of omelette. Fold in half, cover and cook for 1 minute more. Garnish with parsley and serve immediately.",1
green smoothie,"yogurt, kale, spinach",milk,1327126,"Blueberry, Strawberry, Banana Green Smoothie ","['2 cups spinach, fresh', '3/4 cup water', '3/4 cup orange juice, fresh squeezed', '1 cup strawberries', '1 cup blueberries', '2 bananas']","Blend spinach, orange juice and water until smooth. Next add the remaining fruits and blend again.  * Use at least one frozen fruit to make the green smoothie cold.",3
green smoothie,"yogurt, kale, spinach",milk,1128461,Spinach Mango Smoothie,"['1 cup fresh baby spinach leaves, washed', '1 ripe mango', '1/4 - 1/2 cup orange juice']","Peel and slice mango. Combine with spinach and orange juice in VitaMix blender on high for 1 minute. Enjoy your \ green drink!\ . NOTES: For a thick smoothie, use 1/4 cup orange juice. To thin, just add a little more to get the consistency you like. Also, you do need to use a ripe mango. A not-quite-ripe firm one will not yield a very smooth smoothie!",3
green smoothie,"yogurt, kale, spinach",milk,857119,Chili Con Queso Dip,"['1 (1 lb.) pkg. Velveeta cheese', '1 (10 oz.) can Ro-Tel tomatoes with green chilies, diced']","In a medium saucepan, pour Ro-Tel tomato juice (not tomatoes) and heat over low heat on stove. Cut up cheese into squares and add to Ro-Tel juice. (May need to add a tad bit of milk.) Add remaining cheese and continue to heat until all of cheese is melted, adding Ro-Tel tomatoes and green chilies, stirring constantly. Serve hot over your favorite tortilla chips.",1
green smoothie,"yogurt, kale, spinach",milk,948944,"Pbnj ""Workday"" Smoothie","['20 frozen strawberries', '1 frozen sliced banana', '1/2 cup water, or as desired', '1/4 cup vanilla fat-free yogurt', '2 tablespoons creamy peanut butter']","Place strawberries, banana, water, and yogurt in a blender; blend until smooth, gradually adding more water if a thinner smoothie is desired. Add peanut butter blend until smooth.",2
green smoothie,"yogurt, kale, spinach",milk,1563253,Orange Coconut Pancakes,"['3/4 cups All-purpose Flour', '2 Tablespoons Sugar', '2 teaspoons Baking Powder', '1/2 teaspoons Salt', '1/4 cups Coconut', '3/4 cups Milk', '1 whole Egg', '1-1/2 Tablespoon Butter, Plus More For Skillet', '1/2 teaspoons Vanilla Extract', '1 Tablespoon Freshly Squeezed Orange Juice', '1 Tablespoon Orange Zest']","Combine the flour, sugar, baking powder, salt and coconut. Set aside. In a separate bowl, combine the milk, egg, butter, vanilla and orange juice. Add these wet ingredients to the dry ingredients, and stir to combine. Fold in the orange zest. Heat a little butter in a skillet over medium heat. Once melted, drop as many small, one-tablespoon-sized dollops onto the skillet as will fit. Let cook for about two minutes or until they start bubble, then flip and let cook for another minute or two. Top as per your preference (I used maple syrup but thinned marmalade would also be wicked). Yield: 24 small pancakes",1
green smoothie,"yogurt, kale, spinach",milk,1406229,Super Green Pear Apple And Chia Seeds Smoothie,"['1 Pear', '1 Apple', '450 milliliters Almond Milk', '1 teaspoon Spirulina', '3 tablespoons Chia Seeds', '4 tablespoons Yogurt (Natural or Soy)']","First of all, soak the chia seeds in 150ml of almond milk. Ideally do it overnight for the best result, but an hour or so will do the job. In a high-speed blender blitz together peeled the pear, apple, remaining almond milk, spirulina and Green Vibrance powder until smooth. Take a tall glass and pour some soaked chia seeds first. Next pour some green smoothie, then yogurt, then green smoothie again and chia seeds on top. Top it up with a remaining green smoothie. You should end up with some layers of different colours. You can stop there or take a spoon and with either up and down move or a little swirl move gives it a mix to create a colourful pattern.",3
green smoothie,"yogurt, kale, spinach",milk,1665467,Potato Gratin,"['2 cups heavy cream', '2 eggs', '1 14 teaspoons salt', '14 teaspoon fresh ground pepper', '14 teaspoon freshly grated nutmeg', '6 large russet potatoes, peeled and cut crosswise into 1/16 inch thick slices', '4 ounces gruyere cheese, grated', '1 tablespoon chopped fresh flat-leaf parsley']","Position a rack in the center of an oven and preheat to 350F. Butter a shallow 2-quart ceramic baking dish. In a large bowl, combine the cream, eggs, salt, pepper and nutmeg and whisk until just blended. Add the potatoes and toss gently until evenly mixed. Transfer the mixture to the prepared baking dish. Using your fingertips, spread the potatoes in an even layer, pressing them lightly so they absorb the liquid. Sprinkle the cheese and then the parsley evenly over the top. Cover the dish tightly with aluminum foil and bake for 45 minutes. Remove the foil and continue baking until the top is golden, the gratin is bubbling and the potatoes are tender when pierced with a knife, 15 to 20 minutes more. Let stand for at least 10 minutes before serving.",1
green smoothie,"yogurt, kale, spinach",milk,199706,Squash Casserole,"['2 lb. or 6 c. yellow squash', '1/4 c. sliced onion', '1 can cream of chicken soup', '8 oz. carton sour cream', '1 c. shredded carrots', '8 oz. pkg. herb-seasoned stuffing mix', '1/2 c. melted margarine']",Cook squash and onion in a little water for 5 minutes. Drain. Mix chicken soup and sour cream and stir in carrots. Fold in drained squash and onions. Combine stuffing mix and margarine. Spread half of mixture into 12 x 7 1/2 x 2-inch baking dish. Spoon in vegetable mixture; sprinkle remaining stuffing mixture over vegetables. Bake at 350\u00b0 for 25 to 30 minutes. Serves 12 to 14. Makes two small casseroles. One may be frozen for later use.,1
green smoothie,"yogurt, kale, spinach",milk,1264466,Mango Smoothie,"['1 None mango (about 350g), peeled and chopped', '150 g vanilla yogurt', '1 None lime, juiced and zest of 1/2', '1 tsp sugar (optional)', 'None None Ice cubes']","Place the mango, yogurt, lime juice and sugar (if using) in a blender and puree. Pour the smoothie into an ice-filled glass. Sprinkle with the lime peel.",2
green smoothie,"yogurt, kale, spinach",milk,947657,Raw Mango Monster Smoothie,"['1 tablespoon flax seeds', '2 tablespoons pepitas (raw pumpkin seeds)', '1 ripe mango, cubed', '1 frozen banana, quartered', '1/3 cup water, or more to taste', '3 ice cubes', '2 leaves kale, or more to taste']","Blend flax seeds in a blender until finely ground; add pepitas and blend until ground, about 1 minute. Place mango, banana, water, ice cubes, and kale in the blender; blend until smooth, kale is fully incorporated, and the smoothie is uniform in color, about 3 minutes. Thin with more water to reach desired consistency.",3
green smoothie,"yogurt, kale, spinach",milk,1330943,Great British Fool,"['1 cup heavy whipping cream', ""1 tablespoon confectioners' sugar"", '1 cup fruit compote', '1 pound seasonal fruit (such as blackberries, raspberries, gooseberries, or rhubarb), trimmed', '2 1/2 tablespoons granulated sugar', 'couple of splashes of elderflower or ginger syrup (optional)']","To make the compote, preheat the oven to 350\u00b0F. Place the fruit in a large saucepan and sprinkle with the sugar. Add enough water to just cover and bring the mixture to a boil, letting, allowing the sugar to dissolve. Let the mixture simmer for 10-15 minutes, until the fruit has completely softened. Add the syrup, if using (elderflower works very well with gooseberries, and ginger is great with rhubarb). Check the compote for sweetness and add more sugar if you desire. Allow the compote to cool, then chill in the refrigerator for 30 minutes. Whisk the cream and confectioners' sugar together until soft peaks form (it should not be too thick), then fold in the compote. Divide the fool among 6 decorative glasses and serve.",1
green smoothie,"yogurt, kale, spinach",milk,790770,Baked Fish(Low Fat),"['fish fillets', 'Progresso Italian style bread crumbs', 'melted butter or liquid Butter Buds']",Brush fillet with melted butter and roll in bread crumbs. Place on baking sheet. Bake at 350\u00b0 for 15 minutes. Turn and bake for 15 minutes more. Serve with lemon.,1
green smoothie,"yogurt, kale, spinach",milk,117945,Chicken Spaghetti,"['1/2 c. onion, chopped', '1/2 c. green pepper, chopped', '1/2 c. celery, chopped', '1 tsp. garlic, minced', '1 chicken', '1 can mushroom soup', '1 can tomato soup', '1 pkg. spaghetti', '1 c. cheddar cheese, grated']","In water or broth, cook together onions, green pepper, celery and garlic until tender. Set aside. Boil chicken in water with salt and pepper added. Remove chicken from broth. Add spaghetti to broth and when cooked add soups, chicken, cooked vegetables and grated cheese. Simmer for 30 minutes. Serves 8 to 12.",1
green smoothie,"yogurt, kale, spinach",milk,920278,Green Monster - Spinach Smoothie,"['1 cup yogurt', '1 banana, broken into chunks', '1/2 cup frozen blueberries', '4 cups fresh spinach', '1 tablespoon water, or as desired (optional)', '2 ice cubes, or as desired (optional)']","Layer yogurt, banana, and blueberries in a blender, respectively. Add as much spinach to blender that will fit; pour in water. Blend on high speed until smooth, adding the remaining spinach if needed. Add ice for a colder and thicker smoothie. Add more water for a thinner smoothie.",4
green smoothie,"yogurt, kale, spinach",milk,953993,Kale Avocado Smoothie,"['1/2 avocado', '1/2 cup frozen mango chunks', '1 leaf kale', '1/2 banana', '2 tablespoons drained canned white beans', '1/2 cup water, or more as needed']","Layer avocado, mango, kale, banana, white beans, and water in a blender; blend until smooth, adding more water for a thinner smoothie.",3
green smoothie,"yogurt, kale, spinach",milk,1146602,Blue Monkey Smoothie,"['1 cup nonfat milk', '9 ounces fat-free blueberry yogurt', '1 packet no sugar added vanilla instant breakfast drink mix', '1/2 cup frozen blueberries', '1/2 cup sliced banana']","Place milk, yogurt, Carnation Instant Breakfast drink, blueberries and bananas in a blender. Blend until smooth. To change flavor of the smoothie, blend in any flavor of fat free yogurt or unsweetened berries. For a frostier drink, omit yogurt and blend in 1 cup of your favorite fat free frozen yogurt.",2
green smoothie,"yogurt, kale, spinach",milk,938869,Banana Avocado Yogurt Smoothie,"['1 cup nonfat Greek yogurt (such as Chobani(R))', '1 avocado - peeled, pitted and diced', '1 banana, chopped', '2 tablespoons water, or as needed (optional)']","Place Greek yogurt, avocado, and banana in a blender and puree until smooth. Add water for a thinner smoothie.",2
green smoothie,"yogurt, kale, spinach",milk,385321,Aunt Kelly'S Salad,"['1 pkg. tri-colored pasta', '1 pt. cherry or grape tomatoes', '3 scallions, cut up fine', '6 oz. red grapes', '6 oz. green grapes', '1 small frozen pkg. peas, thawed', '1 small head small broccoli flowerets, cut up if more than bite size', '1 1/2 c. Parmesan cheese', '1 pkg. Feta cheese', '1 bottle Balsam and Vinaigrette dressing']","Boil and drain pasta and let cool. While cooling, combine other ingredients, reserving some Parmesan cheese. Mix with cooled pasta. Top with rest of Parmesan cheese. Put in refrigerator to cool.",2
green smoothie,"yogurt, kale, spinach",milk,1142688,Meal Replacement Fruit Smoothies,"['1 1 cup milk or 1 cup fruit juice, of your choice', '1 3/4 cups sugar-free fat-free frozen yogurt, flavor of your choice', '1 cup frozen fruit, such as berries,pineapple,banana,etc.,cut large fruit into chunks before freezing (Drained canned fruit works very well)', '1/4 cup Splenda sugar substitute (optional)', '1 packet carnation instant breakfast drink mix (from a 6.3 oz. box. Your choice of flavors)']","Pour milk or fruit juice into smoothie maker or blender (ALWAYS add all liquid ingredients to smoothie maker or blender FIRST). Add instant breakfast powder and Splenda, if using, to smoothie maker or blender. Add frozen yogurt to milk mixture. Add fruit to smoothie mixture. Place top on blender or top and stir stick on smoothie maker and blend well. Note: Larger chunks of fruit will not be as easy to measure, either measure them out before freezing and store in single-serving containers or use twice the amount of frozen fruit in blender or smoothie maker. If mixture is too thick when blended add a little more milk or fruit juice until desired consistency. Pour and enjoy!",3
